time,u_method_1,u_method_2,y_method_1,y_method_2
54,0.014303889356737164,0.014303889456276711,0.1328456131827281,0.1328456132042057
55,0.014348580906294846,0.014348581007882163,0.13271927283999196,0.13271927286078708
56,0.014399575777678328,0.014399575881308264,0.1325092223700935,0.13250922239024238
57,0.014455526038913357,0.014455526144586277,0.13222275573865377,0.13222275575820056
58,0.014515208165697792,0.01451520827342013,0.13187009080420162,0.13187009082319515
59,0.014577592718014142,0.01457759282780007,0.13146279823010698,0.13146279824859813
60,0.014641876824008599,0.014641876935880305,0.13101248220767414,0.13101248222571404
61,0.0147074854379642,0.014707485551949985,0.13052978520251304,0.13052978522015202
62,0.014774049143830893,0.014774049259964128,0.13002373852174928,0.1300237385390365
63,0.014841366838494664,0.014841366956810969,0.12950143965983996,0.12950143967682382
64,0.014909361180295847,0.014909361300830384,0.12896800812672554,0.12896800814345433
65,0.014978033511578262,0.014978033634363792,0.128426754145139,0.1284267541616618
66,0.015047423353767426,0.015047423478833182,0.12787948825574677,0.1278794882721144
67,0.015117575802081897,0.015117575929450837,0.1273269026009517,0.12732690261721735
68,0.015188518441266837,0.015188518570955649,0.12676896406700117,0.12676896408322103
69,0.015260247931420973,0.015260248063440403,0.12620527299793244,0.12620527301416587
70,0.015332725278322107,0.015332725412676086,0.12563535645437918,0.1256353564706886
71,0.015405878049905175,0.015405878186592465,0.12505887994482115,0.12505887996127169
72,0.01547960742280027,0.015479607561815392,0.12447577467451977,0.12447577469117863
73,0.015553797894266617,0.01555379803560028,0.12388628765321147,0.12388628767014724
74,0.01562832770449728,0.01562832784813884,0.12329096901898975,0.12329096903627171
75,0.015703078399179424,0.015703078545116853,0.12269061467166305,0.1226906146893604
76,0.015777942439057138,0.015777942587278947,0.1220861831168473,0.12208618313502866
77,0.015852828257551965,0.015852828408047373,0.12147870389112629,0.12147870390985921
78,0.015927662619430266,0.01592766277218899,0.12086919177798594,0.12086919179733671
79,0.016002390501389928,0.01600239065640374,0.12025857696025072,0.12025857698028432
80,0.016076972976080305,0.016076973133341874,0.11964765694890067,0.11964765696968084
81,0.016151383728290704,0.016151383887792997,0.11903707212008018,0.11903707214166967
82,0.01622560487368712,0.016225605035423835,0.11842730336826914,0.11842730339073002
83,0.01629962270438723,0.016299622868352237,0.11781868796911418,0.11781868799250815
84,0.016373423875669077,0.016373424041855725,0.11721144831511421,0.1172114483395029
85,0.016446992400095162,0.016446992568495414,0.11660572769039868,0.11660572771584396
86,0.016520307653967118,0.016520307824571923,0.11600162754362588,0.11600162757019004
87,0.016593343447317208,0.01659334362011603,0.11539924159990371,0.11539924162764956
88,0.016666068078402707,0.016666068253383088,0.11479868340006953,0.11479868342906034
89,0.016738445196895303,0.0167384453740435,0.11420010525157609,0.11420010528187556
90,0.016810435240903737,0.016810435420204377,0.11360370793136688,0.11360370796303897
91,0.016881997190874996,0.01688199737231092,0.11300974165258376,0.1130097416856924
92,0.016953090393644975,0.016953090577198418,0.11241849969896742,0.11241849973357634
93,0.017023676245182105,0.017023676430833922,0.11183030669871377,0.1118303067348862
94,0.01709371957229361,0.017093719760023638,0.111245503753321,0.1112455037911194
95,0.017163189613099632,0.01716318980288811,0.1106644325921338,0.11066443263161971
96,0.01723206055554809,0.01723206074737428,0.110087420649881,0.11008742069111482
97,0.01730031164630941,0.017300311840151957,0.1095147685355941,0.10951476857863497
98,0.017367926924656704,0.017367927120494717,0.10894674085254809,0.10894674089745385
99,0.017434894664914286,0.017434894862726646,0.10838356080987559,0.10838356085670271
100,0.01750120662618584,0.017501206825951143,0.10782540859454638,0.10782540864335002
101,0.01756685721034982,0.017566857412047027,0.10727242308875258,0.10727242313958658
102,0.017631842620857163,0.01763184282446452,0.10672470624641299,0.10672470629932997
103,0.017696160098538163,0.017696160304034265,0.10618232929110082,0.10618232934615222
104,0.017759807289577087,0.01775980749694007,0.10564533985975874,0.10564533991699493
105,0.01782278177850703,0.017822781987232583,0.10511376927501068,0.10511376933448095
106,0.0178850807952066,0.017885081004405626,0.104587639259831,0.10458763932158367
107,0.017946701087992196,0.017946701297659746,0.10406696758492681,0.10406696764899714
108,0.018007638943762092,0.018007639153894694,0.10355177233487307,0.10355177240126526
109,0.018067890316267578,0.01806789052686105,0.10304207467041854,0.10304207473911559
110,0.018127451029243537,0.018127451240293933,0.102537900132955,0.10253790020392692
111,0.01818631701626543,0.018186317227767874,0.1020392786698983,0.10203927874310847
112,0.01824448456366009,0.018244484775609027,0.10154624365027856,0.10154624372568866
113,0.018301950529034234,0.018301950741423406,0.10105883018688891,0.10105883026446244
114,0.018358712515712517,0.018358712728534624,0.10057707308839424,0.10057707316809895
115,0.018414768991570886,0.0184147692048185,0.10010100473869284,0.10010100482050215
116,0.018470119348510127,0.01847011956217473,0.09963065315042302,0.09963065323431666
117,0.018524763905436656,0.018524764119509384,0.09916604037442484,0.09916604046038895
118,0.018578703862703345,0.0185787040771747,0.09870718137644656,0.09870718146447333
119,0.01863194121926607,0.018631941434126602,0.09825408342444196,0.09825408351452898
120,0.018684478665387434,0.018684478880627055,0.09780674597065762,0.09780674606280713
121,0.018736319463714114,0.018736319679322943,0.09736516096650892,0.09736516106072692
122,0.018787467330310066,0.018787467546278094,0.09692931351705139,0.09692931361334681
123,0.01883792632507038,0.018837926541387457,0.09649918276584825,0.09649918286423217
124,0.018887700758292717,0.018887700974948365,0.09607474289885118,0.09607474299933619
125,0.018936795117377024,0.0189367953343618,0.09565596416508532,0.09565596426768486
126,0.01898521401498817,0.01898521423229214,0.09524281382934968,0.09524281393407766
127,0.019032962157739287,0.019032962375353086,0.09483525699449354,0.09483525710136392
128,0.01908004433274621,0.019080044550659814,0.09443325725494825,0.09443325736397488
129,0.019126465408252413,0.01912646562645641,0.09403677716636928,0.09403677727756565
130,0.019172230343999102,0.019172230562484172,0.09364577853638242,0.09364577864976156
131,0.019217344206986828,0.019217344425743944,0.09326022255715204,0.09326022267272649
132,0.01926181218869371,0.01926181240771361,0.09288006981112175,0.09288006992890349
133,0.019305639620519354,0.019305639839792856,0.09250528018677832,0.0925052803067788
134,0.01934883198510898,0.019348832204627374,0.09213581274213102,0.09213581286436114
135,0.019391394922143233,0.019391395141898297,0.09177162555061733,0.09177162567508741
136,0.019433334228060577,0.01943333444804318,0.09141267555839125,0.0914126756851111
137,0.01947465584992902,0.01947465607013113,0.09105891847453366,0.09105891860351255
138,0.019515365874280488,0.019515366094693974,0.09071030870770297,0.0907103088389496
139,0.019555470512082784,0.019555470732699205,0.0903667993550226,0.09036679948854512
140,0.019594976081225627,0.01959497630203701,0.09002834224227747,0.09002834237808348
141,0.019633888987909368,0.019633889208908288,0.08969488800922229,0.0896948881473188
142,0.019672215708195082,0.019672215929373762,0.08936638623021703,0.08936638637061045
143,0.01970996277074438,0.01970996299209509,0.08904278555851317,0.0890427857012093
144,0.019747136741501036,0.019747136963016842,0.0887240338821636,0.08872403402716762
145,0.01978374421076169,0.01978374443243501,0.08841007848044537,0.08841007862776182
146,0.019819791782784802,0.01981979200460872,0.08810086617152119,0.08810086632115399
147,0.019855286067861435,0.019855286289829244,0.08779634344445977,0.0877963435964122
148,0.019890233676561044,0.019890233898666114,0.08749645657133617,0.08749645672561082
149,0.019924641215752433,0.019924641437988343,0.0872011516976461,0.08720115185424497
150,0.019958515285933794,0.019958515508293674,0.08691037491146213,0.0869103750703866
151,0.019991862479397042,0.019991862701874745,0.08662407229348272,0.08662407245473353
152,0.0200246893788013,0.020024689601391168,0.08634218995130277,0.08634219011488004
153,0.020057002555793894,0.020057002778489957,0.0860646740418604,0.08606467420776365
154,0.020088808569412784,0.020088808792209062,0.08579147078613784,0.08579147095436604
155,0.020120113964107195,0.020120114186998002,0.08552252647990392,0.08552252665045544
156,0.02015092526730247,0.02015092549028215,0.08525778750369227,0.08525778767656492
157,0.02018124898651542,0.0201812492095791,0.08499720033443355,0.08499720050962456
158,0.0202110916060965,0.020211091829238765,0.08474071156031245,0.08474071173781855
159,0.020240459583703775,0.02024045980691941,0.08448826789959969,0.08448826807941708
160,0.020269359346651215,0.020269359569935384,0.08423981622348956,0.0842398164056139
161,0.02029779728826482,0.020297797511612637,0.08399530358240485,0.08399530376683134
162,0.02032577976437321,0.020325779987780148,0.08375467723483884,0.08375467742156216
163,0.020353313090037458,0.020353313313498662,0.08351788467758878,0.08351788486660314
164,0.02038040353659086,0.020380403760102094,0.0832848736761852,0.08328487386748436
165,0.02040705732903708,0.020407057552594178,0.08305559229440407,0.08305559248798132
166,0.020433280643816054,0.020433280867414458,0.08282998892193134,0.08282998911777954
167,0.020459079606925196,0.0204590798305613,0.08260801229949265,0.08260801249760424
168,0.020484460292369198,0.02048446051603904,0.0823896115410279,0.08238961174139493
169,0.020509428720885303,0.02050942894458483,0.08217473615275071,0.08217473635536479
170,0.020533990858896265,0.020533991082622053,0.08196333604916095,0.08196333625401335
171,0.0205581526176398,0.020558152841388115,0.08175536156625988,0.08175536177334147
172,0.020581919852418678,0.02058192007618611,0.08155076347234169,0.081550763681643
173,0.020605298361936624,0.020605298585719647,0.08134949297680324,0.08134949318831447
174,0.020628293887683415,0.020628294111478908,0.08115150173742923,0.08115150195114022
175,0.020650912113350253,0.020650912337154857,0.08095674186658171,0.080956742082482
176,0.02067315866425951,0.02067315888807041,0.08076516593666323,0.08076516615474207
177,0.02069503910681111,0.02069503933062513,0.08057672698514284,0.08057672720538914
178,0.020716558947942224,0.020716559171756396,0.08039137851934626,0.08039137874174868
179,0.02073772363461285,0.02073772385842465,0.08020907452112586,0.08020907474567278
180,0.020758538553327807,0.02075853877713445,0.08002976945144952,0.08002976967812908
181,0.020779009029701753,0.02077900925350099,0.07985341825488688,0.07985341848368697
182,0.0207991403280849,0.02079914055187371,0.07967997636392798,0.07967997659483626
183,0.020818937651248065,0.020818937875024212,0.07950939970304456,0.07950939993604846
184,0.020838406140142943,0.020838406363904174,0.07934164469239616,0.0793416449274829
185,0.02085755087373212,0.020857551097476203,0.07917666825108921,0.07917666848824582
186,0.020876376868891856,0.020876377092616572,0.07901442779991358,0.07901442803912691
187,0.020894889080383817,0.02089488930408708,0.07885488126350407,0.07885488150476079
188,0.02091309240089114,0.020913092624570858,0.07869798707190029,0.0786979873151869
189,0.020930991661112425,0.02093099188476643,0.07854370416150364,0.07854370440680647
190,0.020948591629905165,0.02094859185353221,0.07839199197545264,0.0783919922227579
191,0.02096589701447699,0.02096589723807494,0.0782428104634562,0.07824281071274992
192,0.020982912460608464,0.0209829126841754,0.07809612008113605,0.07809612033240415
193,0.020999642552910935,0.020999642776445435,0.07795188178893722,0.07795188204216551
194,0.02101609181511141,0.02101609203861152,0.07781005705066624,0.07781005730584038
195,0.021032264710356272,0.02103226493382101,0.07767060783171381,0.0776706080888194
196,0.021048165641540547,0.021048165864968073,0.07753349659701309,0.07753349685603557
197,0.021063798951649726,0.02106379917503879,0.07739868630877539,0.07739868656970017
198,0.021079168924123138,0.021079169147472494,0.07726614042403708,0.07726614068684946
199,0.02109427978323207,0.021094280006540296,0.07713582289204113,0.07713582315672633
200,0.021109135694474295,0.02110913591774012,0.07700769815146954,0.07700769841801275
201,0.02112374076498641,0.021123740988208496,0.07688173112753574,0.07688173139592205
202,0.021138099043971192,0.021138099267148457,0.07675788722894089,0.07675788749915537
203,0.02115221452314301,0.021152214746274114,0.0766361323446954,0.07663613261672304
204,0.02116609113718686,0.02116609136027136,0.07651643284080496,0.07651643311463072
205,0.021179732764236823,0.021179732987273606,0.07639875555682074,0.07639875583242953
206,0.02119314322636478,0.021193143449352667,0.07628306780225431,0.07628306807963102
207,0.021206326290084353,0.021206326513022403,0.0761693373528596,0.0761693376319891
208,0.021219285666867517,0.021219285889755243,0.07605753244678633,0.07605753272765346
209,0.021232025013672995,0.02123202523650964,0.07594762178061135,0.07594762206320096
210,0.021244547933482336,0.021244548156266727,0.07583957450525644,0.07583957478955337
211,0.021256857975844298,0.02125685819857589,0.07573336022180224,0.07573336050779134
212,0.02126895863742903,0.021268958860107098,0.0756289489772091,0.07562894926487519
213,0.021280853362585003,0.021280853585209158,0.07552631125995606,0.07552631154928395
214,0.02129254554390371,0.021292545766473145,0.07542541799560884,0.07542541828658342
215,0.02130403852278531,0.021304038745299417,0.07532624054232774,0.07532624083493386
216,0.021315335590010264,0.021315335812468673,0.07522875068632463,0.07522875098054718
217,0.0213264399863124,0.021326440208714655,0.07513292063727807,0.07513292093310196
218,0.021337354902954412,0.02133735512529996,0.0750387230237139,0.07503872332112407
219,0.021348083482304117,0.02134808370459252,0.07494613088835782,0.07494613118733927
220,0.02135862881841353,0.02135862904064433,0.07485511768346535,0.07485511798400307
221,0.02136899395759709,0.021368994179770128,0.07476565726613361,0.07476565756821267
222,0.02137918189901257,0.02137918212112714,0.07467772389359899,0.07467772419720446
223,0.02138919559523846,0.02138919581729467,0.07459129221852374,0.07459129252364077
224,0.021399037952856723,0.021399038174854078,0.07450633728427494,0.07450633759088872
225,0.02140871183302909,0.021408712054967437,0.07442283452019816,0.07442283482829391
226,0.021418220052077157,0.02141822027395606,0.07434075973688892,0.07434076004645195
227,0.021427565382057992,0.021427565603877523,0.0742600891214646,0.07426008943248025
228,0.021436750551340724,0.021436750773100817,0.07418079923283949,0.07418079954529316
229,0.021445778245180402,0.021445778466880675,0.07410286699700588,0.07410286731088304
230,0.021454651106287928,0.021454651327928106,0.07402626970232412,0.07402627001761031
231,0.02146337173539963,0.021463371956979893,0.07395098499482439,0.07395098531150521
232,0.02147194269184425,0.021471942913364274,0.07387699087352315,0.07387699119158427
233,0.02148036649410396,0.02148036671556409,0.07380426568575689,0.07380426600518405
234,0.021488645620375873,0.021488645841775955,0.07373278812253595,0.07373278844331496
235,0.02149678250912716,0.021496782730466707,0.07366253721392065,0.07366253753603741
236,0.02150477955964588,0.021504779780925513,0.07359349232442232,0.0735934926478628
237,0.021512639132592343,0.021512639353811737,0.07352563314843112,0.07352563347318136
238,0.021520363550540777,0.02152036377169962,0.07345893970567242,0.07345894003171856
239,0.021527955098518625,0.02152795531961789,0.07339339233669381,0.07339339266402205
240,0.021535416024545985,0.021535416245585127,0.07332897169838382,0.07332897202698044
241,0.021542748540162204,0.021542748761141074,0.07326565875952396,0.07326565908937535
242,0.021549954820953558,0.02154995504187274,0.0732034347963753,0.07320343512746794
243,0.021557037007076656,0.021557037227935966,0.07314228138830048,0.0731422817206209
244,0.021563997203772885,0.021563997424572726,0.07308218041342227,0.0730821807469571
245,0.02157083748188235,0.021570837702622477,0.07302311404431953,0.07302311437905552
246,0.021577559878348425,0.0215775600990295,0.0729650647437615,0.07296506507968546
247,0.02158416639672294,0.021584166617344785,0.07290801526048098,0.07290801559757981
248,0.021590659007659652,0.02159065922822265,0.07285194862498724,0.07285194896324797
249,0.02159703964940824,0.02159703986991269,0.0727968481454195,0.07279684848482919
250,0.021603310228299755,0.02160331044874564,0.0727426974034411,0.07274269774398695
251,0.02160947261922781,0.02160947283961521,0.0726894802501755,0.07268948059184484
252,0.02161552866612385,0.021615528886453263,0.07263718080218431,0.0726371811449645
253,0.021621480182429466,0.02162148040270065,0.0725857834374877,0.07258578378136621
254,0.021627328951558267,0.02162732917177191,0.072535272791628,0.07253527313659242
255,0.021633076727359184,0.0216330769475153,0.0724856337537765,0.07248563409981448
256,0.021638725234567543,0.021638725454666816,0.07243685146288387,0.07243685180998319
257,0.021644276169256373,0.0216442763892988,0.07238891130387451,0.07238891165202303
258,0.021649731199278086,0.021649731419263817,0.07234179890388492,0.07234179925307062
259,0.021655091964702538,0.021655092184631772,0.07229550012854637,0.0722955004787573
260,0.021660360078249674,0.02166036029812312,0.07225000107831177,0.0722500014295361
261,0.02166553712571756,0.021665537345535415,0.07220528808482708,0.07220528843705307
262,0.02167062466640305,0.021670624886165075,0.07216134770734703,0.07216134806056304
263,0.021675624233516242,0.021675624453223498,0.07211816672919524,0.07211816708338975
264,0.02168053733459551,0.021680537554247967,0.07207573215426881,0.07207573250943036
265,0.021685365451909015,0.02168536567150684,0.07203403120358698,0.07203403155970424
266,0.02169011004285568,0.021690110262399843,0.07199305131188419,0.07199305166894591
267,0.02169477254036259,0.02169477275985266,0.07195278012424708,0.07195278048224213
268,0.021699354353269563,0.021699354572706237,0.07191320549279538,0.07191320585171272
269,0.021703856866717434,0.02170385708610108,0.07187431547340663,0.07187431583323532
270,0.021708281442525207,0.021708281661856114,0.07183609832248436,0.07183609868321357
271,0.021712629419563888,0.021712629638842407,0.07179854249376968,0.07179854285538867
272,0.02171690211412471,0.021716902333351346,0.07176163663519598,0.07176163699769411
273,0.02172110082028346,0.02172110103945838,0.07172536958578646,0.0717253699491532
274,0.021725226810257566,0.02172522702938103,0.07168973037259437,0.07168973073681927
275,0.021729281334759813,0.021729281553832032,0.07165470820768552,0.07165470857275824
276,0.021733265623345616,0.02173326584236758,0.07162029248516295,0.07162029285107324
277,0.02173718088475865,0.021737181103730394,0.07158647277823324,0.07158647314497094
278,0.021741028307266087,0.02174102852618784,0.07155323883631431,0.07155323920386937
279,0.021744809058993075,0.021744809277865443,0.07152058058218443,0.0715205809505469
280,0.02174852428825158,0.021748524507075102,0.07148848810917187,0.07148848847833192
281,0.02175217512386445,0.021752175342638864,0.07145695167838509,0.07145695204833295
282,0.02175576267548159,0.021755762894207796,0.07142596171598294,0.07142596208670896
283,0.021759288033897182,0.021759288252575906,0.07139550881048462,0.07139550918197923
284,0.02176275227135912,0.02176275248999,0.07136558371011893,0.07136558408237269
285,0.021766156441870473,0.021766156660454214,0.07133617732021254,0.07133617769321607
286,0.021769501581493787,0.02176950180003051,0.07130728070061676,0.07130728107436078
287,0.02177278870864385,0.02177278892713432,0.07127888506317258,0.07127888543764792
288,0.0217760188243819,0.021776019042826077,0.07125098176921342,0.07125098214441099
289,0.021779192912698652,0.02177919313109764,0.0712235623271053,0.07122356270301612
290,0.021782311940801793,0.02178231215915533,0.07119661838982409,0.07119661876643923
291,0.021785376859388823,0.02178537707769771,0.07117014175256911,0.0711701421298798
292,0.021788388602925497,0.021788388821189872,0.07114412435041322,0.07114412472841071
293,0.021791348089912597,0.021791348308132806,0.07111855825598838,0.07111855863466407
294,0.02179425622315238,0.021794256441328985,0.07109343567720681,0.07109343605655218
295,0.02179711389001054,0.021797114108144097,0.07106874895501691,0.07106874933502351
296,0.021799921962673458,0.021799922180763938,0.0710444905611938,0.07104449094185328
297,0.021802681298400038,0.021802681516448093,0.07102065309616394,0.07102065347746804
298,0.021805392739773,0.021805392957779158,0.07099722928686347,0.07099722966880402
299,0.0218080571149442,0.02180805733290829,0.07097421198462982,0.07097421236719874
