time,state_1_method_1,state_2_method_1,state_1_method_2,state_2_method_2
29,0.9657269506253862,0.017866186701300246,0.9555659449067538,0.02621364066780535
30,0.9675135692955161,0.006989747820657977,0.9581873089735343,0.016303143974819356
31,0.968212544077582,-0.0010940608372524974,0.9598176233710163,0.008791424840461748
32,0.9681031379938567,-0.006513313915466723,0.9606967658550625,0.003569287130831711
33,0.96745180660231,-0.009556829656416965,0.9610536945681456,0.00038319605490660935
34,0.9664961236366683,-0.010630739279763879,0.9610920141736362,-0.001125293848957154
35,0.9654330497086918,-0.01020579535115873,0.9609794847887405,-0.0013710499935137288
36,0.9644124701735759,-0.008764846473174825,0.9608423797893891,-0.0007769710963571597
37,0.9635359855262584,-0.006757508135414814,0.9607646826797535,0.00026751678513420307
38,0.962860234712717,-0.00456639609481424,0.9607914343582669,0.0014369081661867456
39,0.9624035951032356,-0.002486753408440512,0.9609351251748856,0.0024873202297530095
40,0.9621549197623915,-0.0007191724236691455,0.9611838571978608,0.003261828307469794
41,0.9620830025200247,0.0006264537785480861,0.9615100400286078,0.003685320702721928
42,0.9621456478978795,0.001518569937302483,0.9618785720988801,0.0037516586265431418
43,0.9622975048916097,0.0019863840969406854,0.9622537379615344,0.003506260132925876
44,0.9624961433013037,0.0021001745108878977,0.962604363974827,0.00302709224113773
45,0.9627061607523926,0.0019521201294583346,0.9629070731989408,0.002406583863131695
46,0.9629013727653384,0.0016396343802717595,0.9631477315852539,0.001736303035417941
47,0.9630653362033655,0.0012524397656916153,0.9633213618887957,0.001095504241695966
48,0.9631905801799348,0.0008639068026791152,0.9634309123129653,0.0005439510488491894
49,0.9632769708602027,0.0005265731981258237,0.9634853074178502,0.00011883148736119287
50,0.9633296281800153,0.000271304398539729,0.9634971905665863,-0.0001648475489860468
51,0.9633567586198692,0.00010927188930437426,0.9634807058116878,-0.0003112605065209717
52,0.9633676858087997,3.580372902051154e-05,0.9634495797610356,-0.00033912949829151273
53,0.9633712661817018,3.517819230680619e-05,0.9634156668112065,-0.00027639044763699827
54,0.9633747840009325,8.555113071273546e-05,0.9633880277664428,-0.00015495528251746604
55,0.9633833391140038,0.00016339209671462074,0.9633725322381911,-6.1686159519291905e-06
56,0.9633996783236752,0.00024701647506303326,0.9633719153765958,0.00014266367750331854
57,0.9634243799711816,0.0003190095194302578,0.9633861817443462,0.00027050973783898646
58,0.9634562809231246,0.000367519918800574,0.9634132327181301,0.0003636290199899861
59,0.9634930329150047,0.0003865406822637918,0.9634495956201291,0.00041552755267376673
60,0.963531686983231,0.00037538744385168243,0.9634911483753965,0.00042609471214510863
61,0.9635692257276162,0.00033762953251720296,0.963533757846611,0.00040020415560787503
62,0.9636029886808679,0.0002797333879550057,0.9635737782621718,0.0003460589447694673
63,0.9636309620196634,0.00020965050020188558,0.9636083841566487,0.00027352660766960524
64,0.9636519270696835,0.0001355338058414146,0.9636357368174157,0.00019265526111728049
65,0.9636654804502677,6.470801481611721e-05,0.9636550023435274,0.00011249795389728368
66,0.9636719512517493,2.959939068625239e-06,0.9636662521389171,4.030859182529989e-05
67,0.9636722472456561,-4.583828919690891e-05,0.9636702829980996,-1.8883573192129965e-05
68,0.9636676634167365,-7.980245436434164e-05,0.9636683946407805,-6.23581555375674e-05
69,0.9636596831713,-9.886424146576811e-05,0.9636621588252268,-8.951370594939556e-05
70,0.9636497967471535,-0.00010442768252416634,0.9636532074546318,-0.00010148625943384726
71,0.963639353978901,-9.893106251895878e-05,0.9636430588286884,-0.000100661604925667
72,0.9636294608726491,-8.538488459869376e-05,0.9636329926681958,-9.015897787117977e-05
73,0.9636209223841893,-6.69434143622527e-05,0.9636239767704087,-7.33493693461651e-05
74,0.9636142280427531,-4.6550623612306996e-05,0.9636166418334741,-5.3453415312876285e-05
75,0.9636095729803918,-2.6683794321857857e-05,0.9636112964919428,-3.3244783550823165e-05
76,0.9636069046009597,-9.201834914651652e-06,0.9636079720135877,-1.4867434184495654e-05
77,0.9636059844174681,4.707957886984637e-06,0.9636064852701692,2.39297171855668e-07
78,0.9636064552132568,1.4500538416561959e-05,0.9636065091998864,1.1324271681767417e-05
79,0.9636079052670985,2.0182616133734843e-05,0.9636076416270546,1.8239449541546104e-05
80,0.9636099235287119,2.218441987589248e-05,0.9636094655720088,2.131105890051943e-05
81,0.9636121419706994,2.1215996654611047e-05,0.9636115966778989,2.119096160957401e-05
82,0.963614263570365,1.8126975313448312e-05,0.9636137157740599,1.870874493836716e-05
83,0.9636160762678962,1.3784046059506228e-05,0.9636155866485537,1.4740208479357975e-05
84,0.9636174546725021,8.97522389120553e-06,0.9636170606694017,1.0102474759354774e-05
85,0.9636183521948912,4.3449715402266165e-06,0.9636180709168776,5.4806668189910646e-06
86,0.9636187866920453,3.5996700509244306e-07,0.9636186189835595,1.3865119369294021e-06
87,0.9636188226887458,-2.6979744909838566e-06,0.9636187576347532,-1.8543127950909621e-06
88,0.9636185528912967,-4.717447331270552e-06,0.9636185722034737,-4.091635955938422e-06
89,0.9636180811465636,-5.728115246406151e-06,0.9636181630398781,-5.323785919386648e-06
90,0.9636175083350389,-5.8631836789557745e-06,0.9636176306612861,-5.6610364247422496e-06
91,0.963616922016671,-5.319694381944462e-06,0.9636170645576436,-5.285794992204718e-06
92,0.9636163900472329,-4.321466946066721e-06,0.9636165359781445,-4.414665319418809e-06
93,0.9636159579005382,-3.08807895577079e-06,0.9636160945116126,-3.26607156764247e-06
94,0.9636156490926426,-1.8118114328280477e-06,0.9636157679044558,-2.0356323514603147e-06
95,0.9636154679114993,-6.431578359888945e-07,0.9636155643412206,-8.800936484587574e-07
96,0.9636154035957157,3.155831457268832e-07,0.9636154763318558,9.050492044693215e-08
97,0.9636154351540303,1.0098794255286592e-06,0.9636154853823479,8.135808113873821e-07
98,0.9636155361419728,1.4273986391755145e-06,0.963615566740429,1.2693254427542655e-06
99,0.9636156788818367,1.5891541695900457e-06,0.9636156936729733,1.4724329213122722e-06
100,0.9636158377972537,1.539130315975079e-06,0.9636158409162654,1.4620319069291732e-06
101,0.9636159917102853,1.3338939932605598e-06,0.9636159871194561,1.2913733247188475e-06
102,0.9636161250996846,1.033338085376645e-06,0.9636161162567886,1.0184747779584669e-06
103,0.9636162284334931,6.933005832210348e-07,0.9636162181042663,6.98523689501851e-07
104,0.9636162977635515,3.6041742124126586e-07,0.9636162879566353,3.7845086059418165e-07
105,0.9636163338052937,6.923447193329935e-08,0.9636163258017214,9.374537202067046e-08
106,0.9636163407287408,-1.586508155404509e-07,0.9636163351762586,-1.3268381021669384e-07
107,0.9636163248636592,-3.138156871029807e-07,0.9636163219078775,-2.8997341694481094e-07
108,0.9636162934820905,-3.9708737509247527e-07,0.9636162929105359,-3.775666496674823e-07
109,0.963616253773353,-4.1695877156522343e-07,0.9636162551538708,-4.027564271535944e-07
110,0.9636162120774758,-3.867893845765913e-07,0.9636162148782281,-3.779589343722023e-07
111,0.9636161733985373,-3.221521632790214e-07,0.9636161770823347,-3.18085801587209e-07
112,0.9636161411833211,-2.3858309250446297e-07,0.9636161452737546,-2.3828228684630304e-07
113,0.9636161173250118,-1.4988357094347649e-07,0.9636161214455259,-1.5219287086143396e-07
114,0.9636161023366547,-6.702806876202061e-08,0.9636161062262388,-7.08176651209591e-08
115,0.9636160956338479,2.350041772292144e-09,0.9636160991444723,-1.941949323569503e-09
116,0.963616095868852,5.397882574253998e-08,0.9636160989502774,4.99381520024933e-08
117,0.9636161012667346,8.659267197730358e-08,0.9636161039440927,8.330709244663836e-08
118,0.9636161099260018,1.0133265854195272e-07,0.9636161122748019,9.9066473191467e-08
119,0.9636161200592677,1.0102844433257374e-07,0.9636161221814492,9.984174997867967e-08
120,0.9636161301621121,8.94700211695465e-08,0.9636161321656243,8.9267882863453e-08
121,0.9636161391091143,7.075229113695514e-08,0.9636161410924126,7.133840335127317e-08
122,0.9636161461843433,4.8747100578339086e-08,0.9636161482262529,4.9874622376488986e-08
123,0.9636161510590534,2.6729860935770233e-08,0.9636161532137151,2.8144433561472226e-08
124,0.9636161537320395,7.164130455539208e-09,0.9636161560281584,8.63631299807821e-09
125,0.9636161544484525,-8.37079577875599e-09,0.9636161568917897,-7.0245143035663205e-09
126,0.9636161536113729,-1.9136425943866442e-08,0.9636161561893383,-1.8043381178056705e-08
127,0.9636161516977303,-2.510906038644123e-08,0.9636161543850001,-2.4339260440431332e-08
128,0.9636161491868243,-2.680553801148733e-08,0.9636161519510741,-2.6377351913797753e-08
129,0.9636161465062705,-2.5091949573674555e-08,0.9636161493133389,-2.4982234614334686e-08
130,0.9636161439970755,-2.1000771566193066e-08,0.9636161468151154,-2.1157160856599688e-08
131,0.9636161418969984,-1.5574661060835382e-08,0.9636161446993994,-1.5928091734451755e-08
132,0.9636161403395322,-9.74770297812455e-09,0.9636161431065902,-1.0223739521642017e-08
133,0.963616139364762,-4.26809082521018e-09,0.9636161420842162,-4.796095076642359e-09
134,0.963616138937953,3.393833547526981e-10,0.9636161416046067,-1.8030044124373035e-10
135,0.9636161389718912,3.776672141686532e-09,0.9636161415865767,3.311373508729787e-09
136,0.9636161393495585,5.949707782004765e-09,0.963616141917714,5.569199823529658e-09
137,0.9636161399445292,6.928516149695696e-09,0.963616142474634,6.648096184669328e-09
138,0.9636161406373809,6.8988801893432594e-09,0.9636161431394437,6.720728584763691e-09
139,0.9636161413272689,6.113028028220668e-09,0.9636161438115165,6.0290768488791e-09
140,0.9636161419385717,4.84509249387699e-09,0.9636161444144242,4.840252088023078e-09
141,0.9636161424230809,3.3551302847101283e-09,0.9636161448984495,3.410450588603453e-09
142,0.963616142758594,1.863603604768116e-09,0.9636161452394946,1.9590580269124303e-09
143,0.9636161429449543,5.365874411467075e-10,0.9636161454354004,6.532854257557119e-10
144,0.9636161429986131,-5.192922203356432e-10,0.9636161455007289,-3.9755171377109377e-10
145,0.9636161429466839,-1.2540383176329328e-09,0.9636161454609737,-1.1398614274682473e-09
146,0.96361614282128,-1.665829085784054e-09,0.9636161453469876,-1.5679087472797448e-09
147,0.9636161426546972,-1.7892863857227326e-09,0.9636161451901967,-1.7125471596379782e-09
148,0.9636161424757685,-1.6825702497946793e-09,0.963616145018942,-1.6286524906483635e-09
149,0.9636161423075115,-1.4150482452457425e-09,0.9636161448560767,-1.382990777454296e-09
150,0.9636161421660067,-1.0567615116308104e-09,0.9636161447177777,-1.0437689601516809e-09
151,0.9636161420603305,-6.704357624620627e-10,0.9636161446134008,-6.726257328892871e-10
152,0.9636161419932869,-3.0628366509688476e-10,0.9636161445461383,-3.1935132316363024e-10
153,0.9636161419626585,4.939937348069634e-13,0.9636161445142032,-1.9252488492327302e-11
154,0.963616141962708,2.2991231141133994e-10,0.963616144512278,2.0719825855053386e-10
155,0.9636161419856992,3.75649067407835e-10,0.9636161445329978,3.5295938394241944e-10
156,0.9636161420232642,4.4234749196903067e-10,0.9636161445682938,4.218567162261877e-10
157,0.9636161420674989,4.423615362902922e-10,0.9636161446104795,4.2543424338958857e-10
158,0.9636161421117351,3.9244446581321313e-10,0.9636161446530229,3.797226977297896e-10
159,0.9636161421509796,3.1076974327248763e-10,0.9636161446909952,3.0230756786764346e-10
160,0.9636161421820566,2.1453289145156873e-10,0.9636161447212259,2.0995361005304858e-10
161,0.9636161422035099,1.1826162271688645e-10,0.9636161447422212,1.1691475565456244e-10
162,0.9636161422153361,3.284705840655988e-11,0.9636161447539127,3.394906578080281e-11
163,0.9636161422186208,-3.477373944349438e-11,0.9636161447573076,-3.202527132373234e-11
164,0.9636161422151435,-8.14133205295775e-11,0.9636161447541051,-7.775341481774944e-11
165,0.9636161422070021,-1.0705419883905165e-10,0.9636161447463297,-1.0309830766885852e-10
166,0.9636161421962967,-1.1406059430285609e-10,0.9636161447360199,-1.1027589952306016e-10
167,0.9636161421848906,-1.0631395763738283e-10,0.9636161447249922,-1.0301626218733873e-10
168,0.9636161421742592,-8.839723397713328e-11,0.9636161447146906,-8.576189758358055e-11
169,0.9636161421654195,-6.48969766814389e-11,0.9636161447061145,-6.298406241000976e-11
170,0.9636161421589298,-3.988737118376662e-11,0.963616144699816,-3.8667902213518346e-11
171,0.9636161421549411,-1.6594059459862365e-11,0.9636161446959493,-1.597910692652249e-11
172,0.9636161421532816,2.7589597273447453e-12,0.9636161446943513,2.8914648453337577e-12
173,0.9636161421535575,1.6952383941060134e-11,0.9636161446946404,1.673511329514099e-11
174,0.9636161421552527,2.5657698188297218e-11,0.963616144696314,2.52177723147895e-11
175,0.9636161421578184,2.9253932609663025e-11,0.9636161446988357,2.8701374610307084e-11
176,0.9636161421607439,2.8606450541701633e-11,0.9636161447017059,2.8028857013140396e-11
177,0.9636161421636045,2.484834560334548e-11,0.9636161447045087,2.430911028028504e-11
178,0.9636161421660893,1.9185042443581324e-11,0.9636161447069397,1.8723578243395878e-11
179,0.9636161421680077,1.2738921029153971e-11,0.9636161447088121,1.2374268276715839e-11
180,0.9636161421692816,6.440570299304227e-12,0.9636161447100495,6.177114375560677e-12
181,0.9636161421699256,9.736655925962623e-13,0.9636161447106673,8.039680032823071e-13
182,0.963616142170023,-3.2430724772325448e-12,0.9636161447107476,-3.33377769834442e-12
183,0.9636161421696987,-6.039668765112083e-12,0.9636161447104142,-6.067923941088793e-12
184,0.9636161421690947,-7.448486272210175e-12,0.9636161447098075,-7.431999460294492e-12
185,0.9636161421683499,-7.653155886799823e-12,0.9636161447090643,-7.608136343151273e-12
186,0.9636161421675846,-6.929290474744221e-12,0.9636161447083035,-6.869060875658306e-12
187,0.9636161421668917,-5.590417018197513e-12,0.9636161447076166,-5.5250248820470915e-12
188,0.9636161421663327,-3.941957871234081e-12,0.9636161447070641,-3.878730669981678e-12
189,0.9636161421659385,-2.2496449147979547e-12,0.9636161447066762,-2.1928014959371467e-12
190,0.9636161421657136,-7.173706073615449e-13,0.963616144706457,-6.699085730588195e-13
191,0.9636161421656418,5.185296636511794e-13,0.96361614470639,5.558886684298159e-13
192,0.9636161421656937,1.3898882045282335e-12,0.9636161447064456,1.4174772466901686e-12
193,0.9636161421658327,1.8865464745942973e-12,0.9636161447065874,1.90564231061785e-12
194,0.9636161421660213,2.044531210998457e-12,0.9636161447067779,2.0562995750594837e-12
195,0.9636161421662258,1.928901482983747e-12,0.9636161447069835,1.9350632207704166e-12
196,0.9636161421664187,1.620592549045341e-12,0.963616144707177,1.6224244170359725e-12
197,0.9636161421665808,1.2026490914252008e-12,0.9636161447073393,1.2008727345858006e-12
198,0.963616142166701,7.495115639244432e-13,0.9636161447074594,7.452927164308676e-13
199,0.9636161421667759,3.2163161023390785e-13,0.9636161447075339,3.159139616570883e-13
200,0.9636161421668081,-3.835820550079916e-14,0.9636161447075655,-4.474198789239381e-14
201,0.9636161421668042,-3.0503377601576176e-13,0.9636161447075611,-3.122502256758253e-13
202,0.9636161421667737,-4.721223412218478e-13,0.9636161447075299,-4.788947016720613e-13
203,0.9636161421667265,-5.438427486126329e-13,0.963616144707482,-5.503375533066901e-13
204,0.9636161421666721,-5.35682609381638e-13,0.963616144707427,-5.417888360170764e-13
205,0.9636161421666185,-4.685141163918161e-13,0.9636161447073728,-4.735656311538605e-13
206,0.9636161421665717,-3.648747970430577e-13,0.9636161447073254,-3.681499549657019e-13
207,0.9636161421665351,-2.448596880810783e-13,0.9636161447072885,-2.4635848916432224e-13
208,0.9636161421665106,-1.254552017826427e-13,0.9636161447072639,-1.2617684674864904e-13
209,0.963616142166498,-2.120525977034049e-14,0.9636161447072512,-2.0872192862952943e-14
210,0.9636161421664959,6.061817714453355e-14,0.9636161447072491,6.111777750561487e-14
211,0.963616142166502,1.156852391659413e-13,0.9636161447072552,1.1640688413194766e-13
212,0.9636161421665136,1.4349632593280148e-13,0.9636161447072669,1.4482859356235167e-13
213,0.9636161421665279,1.4849232954361469e-13,0.9636161447072813,1.4999113062685865e-13
214,0.9636161421665428,1.3489209749195652e-13,0.9636161447072963,1.368904989362818e-13
215,0.9636161421665563,1.0963452368173421e-13,0.9636161447073099,1.1146639167236572e-13
216,0.9636161421665673,7.854827899222983e-14,0.963616144707321,7.971401316808624e-14
217,0.9636161421665752,4.524158825347513e-14,0.963616144707329,4.651834473179406e-14
218,0.9636161421665798,1.5210055437364645e-14,0.9636161447073337,1.6264767310758543e-14
219,0.9636161421665813,-8.826273045769994e-15,0.9636161447073354,-8.604228440844963e-15
220,0.9636161421665804,-2.6201263381153694e-14,0.9636161447073345,-2.6478819137309983e-14
221,0.9636161421665778,-3.674838211509268e-14,0.9636161447073318,-3.697042672001771e-14
222,0.9636161421665741,-4.04121180963557e-14,0.9636161447073281,-4.0745185003743245e-14
223,0.9636161421665701,-3.8413716652030416e-14,0.963616144707324,-3.8968828164342995e-14
224,0.9636161421665662,-3.269606807521086e-14,0.9636161447073202,-3.314015728506092e-14
225,0.963616142166563,-2.453592884421596e-14,0.9636161447073168,-2.503552920529728e-14
226,0.9636161421665606,-1.5654144647214707e-14,0.9636161447073143,-1.609823385706477e-14
227,0.963616142166559,-6.661338147750939e-15,0.9636161447073126,-7.438494264988549e-15
228,0.9636161421665583,5.551115123125783e-16,0.9636161447073118,1.1102230246251565e-16
229,0.9636161421665583,5.440092820663267e-15,0.9636161447073118,5.6066262743570405e-15
230,0.9636161421665589,8.992806499463768e-15,0.9636161447073124,9.2148511043888e-15
231,0.9636161421665598,1.0547118733938987e-14,0.9636161447073133,1.099120794378905e-14
232,0.9636161421665608,1.0602629885170245e-14,0.9636161447073144,1.1102230246251565e-14
233,0.9636161421665619,9.048317650695026e-15,0.9636161447073155,9.880984919163893e-15
234,0.9636161421665628,7.271960811294775e-15,0.9636161447073165,7.93809462606987e-15
235,0.9636161421665635,5.051514762044462e-15,0.9636161447073173,5.440092820663267e-15
236,0.9636161421665641,2.831068712794149e-15,0.9636161447073178,3.219646771412954e-15
237,0.9636161421665644,6.106226635438361e-16,0.9636161447073182,9.992007221626409e-16
238,0.9636161421665645,-1.4988010832439613e-15,0.9636161447073183,-7.216449660063518e-16
239,0.9636161421665644,-3.2751579226442118e-15,0.9636161447073182,-2.0539125955565396e-15
240,0.9636161421665641,-3.941291737419306e-15,0.9636161447073179,-2.55351295663786e-15
241,0.9636161421665637,-3.774758283725532e-15,0.9636161447073177,-2.7755575615628914e-15
242,0.9636161421665633,-3.3306690738754696e-15,0.9636161447073175,-2.609024107869118e-15
243,0.963616142166563,-2.7755575615628914e-15,0.9636161447073173,-2.3314683517128287e-15
244,0.9636161421665628,-1.3322676295501878e-15,0.963616144707317,-1.7763568394002505e-15
245,0.9636161421665627,-4.440892098500626e-16,0.9636161447073168,-1.27675647831893e-15
246,0.9636161421665627,-2.220446049250313e-16,0.9636161447073167,-7.216449660063518e-16
247,0.9636161421665627,2.7755575615628914e-16,0.9636161447073166,-1.1102230246251565e-16
248,0.9636161421665627,1.6653345369377348e-16,0.9636161447073166,3.3306690738754696e-16
249,0.9636161421665627,9.43689570931383e-16,0.9636161447073166,4.996003610813204e-16
250,0.9636161421665628,7.216449660063518e-16,0.9636161447073166,5.551115123125783e-16
251,0.9636161421665629,8.881784197001252e-16,0.9636161447073166,6.661338147750939e-16
252,0.963616142166563,7.771561172376096e-16,0.9636161447073167,7.216449660063518e-16
253,0.9636161421665631,3.3306690738754696e-16,0.9636161447073168,6.661338147750939e-16
254,0.9636161421665631,-1.6653345369377348e-16,0.9636161447073169,5.551115123125783e-16
255,0.9636161421665631,-1.1102230246251565e-16,0.963616144707317,2.220446049250313e-16
256,0.9636161421665631,-3.3306690738754696e-16,0.963616144707317,5.551115123125783e-17
257,0.9636161421665631,-7.216449660063518e-16,0.963616144707317,-1.1102230246251565e-16
258,0.963616142166563,-8.326672684688674e-16,0.963616144707317,-1.6653345369377348e-16
259,0.9636161421665629,-6.106226635438361e-16,0.963616144707317,-2.220446049250313e-16
260,0.9636161421665628,-7.216449660063518e-16,0.963616144707317,-3.3306690738754696e-16
261,0.9636161421665627,-7.216449660063518e-16,0.963616144707317,-3.3306690738754696e-16
262,0.9636161421665626,-1.6653345369377348e-16,0.963616144707317,-3.3306690738754696e-16
263,0.9636161421665626,-2.7755575615628914e-16,0.963616144707317,-2.7755575615628914e-16
264,0.9636161421665626,-5.551115123125783e-17,0.963616144707317,-3.3306690738754696e-16
265,0.9636161421665626,-5.551115123125783e-17,0.963616144707317,-3.885780586188048e-16
266,0.9636161421665626,5.551115123125783e-17,0.963616144707317,-3.885780586188048e-16
267,0.9636161421665626,1.1102230246251565e-16,0.963616144707317,-3.885780586188048e-16
268,0.9636161421665626,5.551115123125783e-17,0.963616144707317,-4.440892098500626e-16
269,0.9636161421665626,0.0,0.963616144707317,-4.440892098500626e-16
270,0.9636161421665626,-1.6653345369377348e-16,0.963616144707317,-4.996003610813204e-16
271,0.9636161421665626,1.6653345369377348e-16,0.963616144707317,-4.440892098500626e-16
272,0.9636161421665626,1.6653345369377348e-16,0.963616144707317,-4.440892098500626e-16
273,0.9636161421665626,-2.220446049250313e-16,0.963616144707317,-4.440892098500626e-16
274,0.9636161421665626,0.0,0.963616144707317,-4.440892098500626e-16
275,0.9636161421665626,5.551115123125783e-17,0.963616144707317,-4.996003610813204e-16
276,0.9636161421665626,6.106226635438361e-16,0.963616144707317,-3.885780586188048e-16
277,0.9636161421665627,8.326672684688674e-16,0.963616144707317,-3.885780586188048e-16
278,0.9636161421665628,6.106226635438361e-16,0.963616144707317,-4.440892098500626e-16
279,0.9636161421665629,9.43689570931383e-16,0.963616144707317,-4.440892098500626e-16
280,0.963616142166563,4.996003610813204e-16,0.963616144707317,-4.440892098500626e-16
281,0.963616142166563,7.216449660063518e-16,0.963616144707317,-4.440892098500626e-16
282,0.9636161421665631,2.7755575615628914e-16,0.963616144707317,-4.440892098500626e-16
283,0.9636161421665631,5.551115123125783e-17,0.963616144707317,-4.440892098500626e-16
284,0.9636161421665631,1.6653345369377348e-16,0.963616144707317,-4.440892098500626e-16
285,0.9636161421665631,4.996003610813204e-16,0.963616144707317,-4.440892098500626e-16
286,0.9636161421665631,2.7755575615628914e-16,0.963616144707317,-4.440892098500626e-16
287,0.9636161421665631,1.6653345369377348e-16,0.963616144707317,-4.440892098500626e-16
288,0.9636161421665631,1.6653345369377348e-16,0.963616144707317,-4.440892098500626e-16
289,0.9636161421665631,3.885780586188048e-16,0.963616144707317,-4.440892098500626e-16
290,0.9636161421665631,6.106226635438361e-16,0.963616144707317,-4.440892098500626e-16
291,0.9636161421665632,3.3306690738754696e-16,0.963616144707317,-3.885780586188048e-16
292,0.9636161421665632,5.551115123125783e-17,0.963616144707317,-3.3306690738754696e-16
293,0.9636161421665632,-3.885780586188048e-16,0.963616144707317,-3.885780586188048e-16
294,0.9636161421665632,-4.996003610813204e-16,0.963616144707317,-3.885780586188048e-16
295,0.9636161421665632,-5.551115123125783e-16,0.963616144707317,-3.885780586188048e-16
296,0.9636161421665632,-3.885780586188048e-16,0.963616144707317,-3.3306690738754696e-16
297,0.9636161421665632,-1.1102230246251565e-16,0.963616144707317,-3.3306690738754696e-16
298,0.9636161421665632,1.6653345369377348e-16,0.963616144707317,-3.885780586188048e-16
299,0.9636161421665632,5.551115123125783e-17,0.963616144707317,-3.3306690738754696e-16
300,0.9636161421665632,1.6653345369377348e-16,0.963616144707317,-3.3306690738754696e-16
