time,u_method_1,u_method_2,u_method_3,y_method_1,y_method_2,y_method_3
246,0.2499999932929765,0.25000000052794463,0.2499999999999996,0.24999999329298214,0.25000000052795224,0.25000000000000655
247,0.24999999329297673,0.25000000052794474,0.24999999999999975,0.24999999329298137,0.25000000052795146,0.2500000000000058
248,0.24999999329297687,0.25000000052794485,0.24999999999999986,0.2499999932929803,0.2500000005279504,0.2500000000000047
249,0.24999999329297698,0.25000000052794497,0.24999999999999997,0.24999999329297914,0.25000000052794924,0.25000000000000355
250,0.24999999329297706,0.25000000052794513,0.25000000000000006,0.24999999329297798,0.2500000005279481,0.2500000000000024
251,0.24999999329297712,0.2500000005279451,0.2500000000000001,0.2499999932929769,0.25000000052794696,0.2500000000000013
252,0.24999999329297704,0.25000000052794513,0.25000000000000017,0.24999999329297595,0.250000000527946,0.25000000000000033
253,0.24999999329297712,0.2500000005279452,0.25000000000000017,0.2499999932929752,0.25000000052794524,0.24999999999999958
254,0.24999999329297729,0.2500000005279452,0.25000000000000017,0.24999999329297465,0.2500000005279447,0.24999999999999903
255,0.24999999329297706,0.2500000005279452,0.25000000000000017,0.2499999932929743,0.25000000052794435,0.2499999999999987
256,0.24999999329297704,0.2500000005279452,0.2500000000000001,0.24999999329297412,0.2500000005279442,0.24999999999999853
257,0.24999999329297698,0.2500000005279451,0.2500000000000001,0.24999999329297412,0.2500000005279442,0.24999999999999853
258,0.24999999329297712,0.2500000005279451,0.25000000000000006,0.24999999329297423,0.2500000005279443,0.24999999999999864
259,0.2499999932929769,0.25000000052794513,0.25000000000000006,0.24999999329297443,0.25000000052794447,0.24999999999999883
260,0.2499999932929769,0.25000000052794513,0.25,0.24999999329297468,0.2500000005279447,0.24999999999999906
261,0.24999999329297684,0.25000000052794513,0.25,0.24999999329297493,0.25000000052794497,0.2499999999999993
262,0.24999999329297667,0.25000000052794497,0.24999999999999997,0.24999999329297518,0.25000000052794524,0.24999999999999956
263,0.2499999932929769,0.25000000052794497,0.24999999999999997,0.2499999932929754,0.25000000052794547,0.24999999999999978
264,0.2499999932929767,0.25000000052794497,0.24999999999999994,0.24999999329297556,0.2500000005279457,0.24999999999999997
265,0.24999999329297698,0.25000000052794497,0.24999999999999997,0.2499999932929757,0.25000000052794585,0.2500000000000001
266,0.24999999329297698,0.250000000527945,0.24999999999999997,0.2499999932929758,0.25000000052794596,0.2500000000000002
267,0.2499999932929768,0.25000000052794497,0.24999999999999997,0.24999999329297584,0.250000000527946,0.2500000000000003
268,0.24999999329297695,0.25000000052794497,0.24999999999999997,0.24999999329297587,0.250000000527946,0.2500000000000003
269,0.24999999329297695,0.25000000052794497,0.24999999999999997,0.24999999329297587,0.250000000527946,0.2500000000000003
270,0.24999999329297704,0.25000000052794497,0.24999999999999997,0.24999999329297584,0.25000000052794596,0.2500000000000003
271,0.2499999932929769,0.25000000052794497,0.25,0.24999999329297581,0.2500000005279459,0.2500000000000002
272,0.24999999329297712,0.25000000052794497,0.25,0.24999999329297576,0.25000000052794585,0.25000000000000017
273,0.24999999329297698,0.25000000052794497,0.25,0.2499999932929757,0.2500000005279458,0.2500000000000001
274,0.24999999329297692,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794574,0.25000000000000006
275,0.24999999329297704,0.25000000052794513,0.25,0.24999999329297562,0.2500000005279457,0.25
276,0.24999999329297712,0.25000000052794513,0.25,0.2499999932929756,0.25000000052794563,0.24999999999999997
277,0.24999999329297706,0.25000000052794513,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999994
278,0.24999999329297695,0.25000000052794513,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999992
279,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999992
280,0.2499999932929771,0.25000000052794513,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999992
281,0.24999999329297712,0.25000000052794497,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999992
282,0.249999993292977,0.25000000052794513,0.25,0.24999999329297556,0.25000000052794563,0.24999999999999992
283,0.24999999329297712,0.25000000052794513,0.25,0.2499999932929756,0.25000000052794563,0.24999999999999992
284,0.24999999329297698,0.25000000052794497,0.25,0.24999999329297562,0.25000000052794563,0.24999999999999994
285,0.24999999329297706,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.24999999999999997
286,0.249999993292977,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
287,0.249999993292977,0.25000000052794497,0.25,0.24999999329297565,0.25000000052794563,0.25
288,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
289,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
290,0.24999999329297698,0.25000000052794497,0.25,0.24999999329297565,0.25000000052794563,0.25
291,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
292,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
293,0.24999999329297698,0.25000000052794497,0.25,0.24999999329297565,0.25000000052794563,0.25
294,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
295,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
296,0.24999999329297698,0.25000000052794497,0.25,0.24999999329297565,0.25000000052794563,0.25
297,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
298,0.24999999329297698,0.25000000052794513,0.25,0.24999999329297565,0.25000000052794563,0.25
299,0.24999999329297698,0.25000000052794497,0.25,0.24999999329297565,0.25000000052794563,0.25
